station_id,ALBH,ARLI,BAMF,BCOV,CABL,CLRS,CORV,CPXX,DDSN,ENUM,KTBW,NANO,NTKA,OBSR,P058,P062,P154,P155,P158,P160,P161,P163,P164,P167,P168,P169,P170,P324,P326,P327,P332,P345,P349,P362,P364,P365,P366,P367,P370,P374,P375,P376,P377,P380,P382,P383,P385,P387,P395,P397,P398,P401,P402,P404,P406,P407,P409,P412,P414,P417,P418,P420,P421,P425,P427,P429,P434,P435,P437,P439,P446,P696,P698,P700,P732,P733,P734,P784,PCOL,PGC5,PSPT,PTAL,PTRF,QUAD,REDM,SC04,SEDR,TPW2,UCLU,ZSE1
P397,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09242058,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08697135,0.08898527,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18618833,0.12637801,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08671913,0.00000000,0.08691277,0.12096260,0.00000000,0.12446196,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
P398,0.00000000,0.01494966,0.01310725,0.01344116,0.00000000,0.01398075,0.01492128,0.00000000,0.00000000,0.00000000,0.00000000,0.01559660,0.01492445,0.00000000,0.01500801,0.00000000,0.01387237,0.01412820,0.00000000,0.01339396,0.01285391,0.01205395,0.00000000,0.00000000,0.00000000,0.01533072,0.00000000,0.01552648,0.00000000,0.01380302,0.01463077,0.01542795,0.01424227,0.00000000,0.01475099,0.00000000,0.01548958,0.01697355,0.01241065,0.01414132,0.01513359,0.01550365,0.01625008,0.00000000,0.00000000,0.00000000,0.01376009,0.00000000,0.01499816,0.01955548,0.02881040,0.01724397,0.02092733,0.00000000,0.01625540,0.00000000,0.01609664,0.01630134,0.01703356,0.01910667,0.02325257,0.02182060,0.01627744,0.02110217,0.00000000,0.01376389,0.01493268,0.01213448,0.01575510,0.01528572,0.01599222,0.00000000,0.01078687,0.00000000,0.01401780,0.01568753,0.01576529,0.01340387,0.01734959,0.01440439,0.01350370,0.01462755,0.01352905,0.01488861,0.01483454,0.00000000,0.01537276,0.01791174,0.01620729,0.01545734
P401,0.02521856,0.01828974,0.02192224,0.01689878,0.00000000,0.02267745,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01875927,0.01945650,0.01163545,0.01834593,0.00000000,0.01690831,0.00000000,0.00000000,0.01629668,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01864142,0.00000000,0.00000000,0.00000000,0.01717034,0.01782331,0.01846702,0.00000000,0.00000000,0.01834564,0.00000000,0.00000000,0.02054819,0.00000000,0.00000000,0.00000000,0.01885674,0.01970105,0.01857894,0.01732478,0.00000000,0.01625591,0.00000000,0.01814567,0.00000000,0.02122951,0.03546924,0.02920732,0.00000000,0.01967906,0.00000000,0.01972244,0.00000000,0.02022485,0.00000000,0.02408075,0.02012516,0.01928091,0.00000000,0.00000000,0.01664387,0.01789120,0.02155390,0.01881256,0.01989181,0.01914151,0.00000000,0.00000000,0.00000000,0.01688720,0.01940634,0.01908771,0.01679985,0.00000000,0.02294574,0.01618847,0.01813123,0.02399961,0.01840615,0.01767602,0.00000000,0.01852170,0.00000000,0.02434679,0.01838119
P402,0.06172441,0.00000000,0.03877265,0.03939710,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04576890,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04285262,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04845107,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04661239,0.00000000,0.06380197,0.07232849,0.08783541,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04786874,0.04193426,0.06190733,0.04785964,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05795335,0.00000000,0.04721971,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04617221,0.00000000,0.00000000,0.00000000,0.05407743,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04746231,0.00000000
P404,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06217288,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06690063,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03534370,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07185608,0.10017989,0.00000000,0.00000000,0.10225333,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.13601148,0.10683644,0.00000000,0.09864407,0.00000000,0.07526452,0.00000000,0.00000000,0.07328698,0.00000000,0.07125008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
P406,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05716338,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03838083,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05735454,0.00000000,0.04001498,0.00000000,0.06223496,0.04327502,0.04272467,0.03926101,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04441399,0.04367409,0.00000000,0.06183227,0.07871751,0.00000000,0.05854968,0.00000000,0.04644036,0.00000000,0.00000000,0.04436096,0.04250230,0.04436453,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04119868,0.03927784,0.03540443,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03885392,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
P407,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09266751,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09400424,0.09209137,0.00000000,0.00000000,0.00000000,0.00000000,0.09066679,0.00000000,0.00000000,0.09438471,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.19705948,0.00000000,0.00000000,0.12251265,0.00000000,0.00000000,0.00000000,0.00000000,0.12469886,0.00000000,0.00000000,0.00000000,0.00000000,0.09191435,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
P409,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04858770,0.00000000,0.04622086,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05158591,0.05567912,0.00000000,0.00000000,0.05290815,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04596845,0.00000000,0.00000000,0.00000000,0.05453128,0.05427108,0.00000000,0.07078729,0.07259605,0.00000000,0.09760226,0.00000000,0.07811742,0.00000000,0.05256575,0.05550118,0.00000000,0.07308757,0.00000000,0.04550022,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04448972,0.00000000,0.00000000,0.00000000,0.00000000
P412,0.00000000,0.00000000,0.00000000,0.00000000,0.03501195,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02607185,0.00000000,0.04167831,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02059865,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04437200,0.04435942,0.04232791,0.04604665,0.00000000,0.00000000,0.05561795,0.00000000,0.04321782,0.00000000,0.00000000,0.00000000,0.04924020,0.03964137,0.00000000,0.00000000,0.04527453,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08001658,0.06150488,0.00000000,0.00000000,0.04401280,0.04335430,0.04465006,0.06410546,0.05188968,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03412805,0.04287958,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
P414,0.00000000,0.01520600,0.00000000,0.01363240,0.01172565,0.00000000,0.01629975,0.00000000,0.01351470,0.01045531,0.01454823,0.01584015,0.00000000,0.00985246,0.00000000,0.01440255,0.01393179,0.01504377,0.00000000,0.00000000,0.00000000,0.00000000,0.01522739,0.00000000,0.01475638,0.01557722,0.00786222,0.01604695,0.01505149,0.01454044,0.00000000,0.01606645,0.01482586,0.00000000,0.01532197,0.01567978,0.01655786,0.01790321,0.00000000,0.01500139,0.01586711,0.01667481,0.01707129,0.01578649,0.01473229,0.01488257,0.00000000,0.01166083,0.01525833,0.01401049,0.01778471,0.01715237,0.01639356,0.01664583,0.01774659,0.01870141,0.02407569,0.02312173,0.03008090,0.00000000,0.00000000,0.01779121,0.01709612,0.01741548,0.02279937,0.01986230,0.01527865,0.00000000,0.00000000,0.00000000,0.02356369,0.01618992,0.01808610,0.01968286,0.00000000,0.01627884,0.00000000,0.01404135,0.00000000,0.00000000,0.01384599,0.01486497,0.00000000,0.00000000,0.01531381,0.00000000,0.01569152,0.01339143,0.01628799,0.00000000
P417,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08148859,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08420622,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08324149,0.00000000,0.11799220,0.00000000,0.08494091,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.17791705,0.00000000,0.00000000,0.11741488,0.12405445,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.12874413,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
P418,0.00000000,0.04589117,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06292652,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04936082,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04249427,0.07347184,0.06180410,0.06416108,0.00000000,0.00000000,0.00000000,0.04902778,0.00000000,0.00000000,0.00000000,0.09103308,0.06649607,0.00000000,0.05024586,0.00000000,0.00000000,0.04518165,0.00000000,0.04992563,0.00000000,0.00000000,0.00000000,0.00000000,0.03802503,0.00000000,0.00000000,0.00000000,0.00000000,0.05942423,0.00000000,0.00000000,0.00000000,0.04167038,0.00000000,0.00000000,0.00000000,0.04735659,0.00000000,0.00000000,0.06150383
P420,0.00000000,0.02329715,0.00000000,0.02070978,0.01776211,0.00000000,0.02396163,0.00000000,0.00000000,0.01602718,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02205570,0.00000000,0.00000000,0.00000000,0.02433109,0.02597556,0.00000000,0.00000000,0.02426760,0.02424834,0.02524898,0.00000000,0.00000000,0.00000000,0.02091762,0.01758335,0.02407183,0.02962813,0.03454004,0.02587576,0.02484880,0.02457292,0.02570012,0.00000000,0.02593271,0.02508445,0.02697245,0.00000000,0.03331212,0.04560427,0.03602160,0.03725918,0.00000000,0.02091274,0.02262720,0.01917216,0.02351971,0.00000000,0.03550040,0.00000000,0.00000000,0.02895455,0.00000000,0.02447483,0.00000000,0.00000000,0.00000000,0.00000000,0.02075951,0.00000000,0.00000000,0.00000000,0.02308152,0.00000000,0.02381776,0.02799636,0.00000000,0.02337271
P421,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04841091,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05092597,0.00000000,0.04534839,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04328611,0.03639003,0.00000000,0.00000000,0.05208936,0.05011734,0.00000000,0.00000000,0.04977983,0.00000000,0.00000000,0.04995333,0.05239852,0.06084402,0.00000000,0.07282319,0.09219605,0.07313539,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06095114,0.00000000,0.00000000,0.00000000,0.00000000,0.05931421,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04019672,0.00000000,0.06183948
P425,0.00000000,0.00000000,0.00000000,0.01500394,0.00000000,0.00000000,0.01799141,0.02388286,0.00000000,0.01159205,0.01660363,0.01769603,0.00000000,0.01104937,0.01667874,0.01602939,0.00000000,0.01655748,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01712582,0.00000000,0.01755384,0.00000000,0.00000000,0.01628607,0.01738010,0.00000000,0.00000000,0.00000000,0.00000000,0.01797865,0.01919370,0.00000000,0.01669494,0.01755327,0.01840742,0.01816588,0.01728681,0.01629191,0.01619068,0.00000000,0.01305567,0.00000000,0.02221430,0.02434032,0.00000000,0.00000000,0.01740837,0.01872893,0.02102875,0.02488468,0.01854345,0.01923947,0.02317091,0.01834212,0.02715040,0.02636111,0.03323138,0.01756904,0.00000000,0.01649594,0.00000000,0.01740162,0.00000000,0.02570802,0.00000000,0.01951261,0.02160428,0.00000000,0.00000000,0.01738971,0.01562914,0.01496176,0.00000000,0.01553236,0.00000000,0.01531349,0.01661347,0.01643782,0.00000000,0.01691077,0.02096589,0.01801212,0.01704811
P427,0.00000000,0.00000000,0.00000000,0.00000000,0.06700118,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08632922,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09386861,0.08506763,0.00000000,0.08500287,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.12909134,0.12212772,0.00000000,0.00000000,0.00000000,0.00000000,0.08518863,0.16113211,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08519068,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
P429,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09223607,0.00000000,0.00000000,0.09012894,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09343745,0.09177650,0.00000000,0.00000000,0.00000000,0.00000000,0.09117647,0.12683237,0.12914214,0.00000000,0.00000000,0.08968805,0.00000000,0.00000000,0.00000000,0.19558212,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
P434,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06656840,0.00000000,0.06912342,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03587133,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06794258,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06579825,0.00000000,0.00000000,0.00000000,0.00000000,0.07056507,0.06867343,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06915053,0.00000000,0.06757159,0.06755020,0.00000000,0.06758183,0.00000000,0.00000000,0.13614488,0.00000000,0.08863845,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05881998,0.00000000,0.00000000
P435,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08754151,0.00000000,0.08772631,0.12657030,0.13742533,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08756355,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.20828493,0.00000000,0.00000000,0.08895917,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08920740,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08672150,0.00000000
P437,0.06474418,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04709730,0.00000000,0.04546280,0.06362496,0.00000000,0.00000000,0.03134464,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04712072,0.00000000,0.00000000,0.00000000,0.00000000,0.03453623,0.00000000,0.00000000,0.05001014,0.04850452,0.00000000,0.00000000,0.00000000,0.04265522,0.00000000,0.00000000,0.00000000,0.00000000,0.05015457,0.04716422,0.00000000,0.04788808,0.00000000,0.00000000,0.05953975,0.00000000,0.09145052,0.06274620,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05583063,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04787377,0.06225155
P439,0.08641698,0.00000000,0.05064931,0.00000000,0.00000000,0.07227613,0.00000000,0.00000000,0.00000000,0.00000000,0.05464782,0.07390042,0.00000000,0.03652905,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05836582,0.06169422,0.05913924,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07547850,0.11000744,0.00000000,0.00000000,0.04100373,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08310877,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07639607,0.00000000,0.00000000,0.06038650,0.00000000
P446,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03969920,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04558364,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05108307,0.04097819,0.04749965,0.00000000,0.05046664,0.00000000,0.04836962,0.00000000,0.00000000,0.00000000,0.00000000,0.05172217,0.00000000,0.05175181,0.05031417,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07303289,0.06746459,0.00000000,0.07257611,0.00000000,0.07212508,0.00000000,0.00000000,0.00000000,0.03981978,0.00000000,0.00000000,0.09323221,0.00000000,0.00000000,0.05836070,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04592047,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
P696,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07742782,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07771627,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08070095,0.08091930,0.00000000,0.00000000,0.07746883,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.12649484,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.23502755,0.16754891,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07669556,0.00000000,0.00000000
P698,0.07421759,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07619376,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07435197,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.11939895,0.00000000,0.00000000,0.00000000,0.00000000,0.11660393,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07401975,0.00000000,0.14156930,0.19858491,0.12505984,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
P700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06654971,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06984206,0.10714772,0.00000000,0.06839997,0.10396730,0.10825676,0.10645769,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.10250381,0.00000000,0.10312339,0.16375160,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
